x0,x1,x2
6.60253,8.44643,9.88377
9.55128,7.33666,2.9417
7.05126,5.00725,3.35292
5.2363,8.96222,9.37011
4.45876,7.26144,8.06963
1.95996,5.46284,1.49057
1.87346,3.83298,0.571223
6.78286,8.87648,3.43891
2.57402,1.19579,4.01862
3.36777,0.814354,6.30126
5.62718,0.759654,0.747868
8.92911,0.109502,6.31757
3.50129,1.33838,6.76415
8.61297,5.88796,9.06852
0.297199,7.94457,1.42143
9.9676,9.544,2.53333
2.7466,8.7422,4.20357
9.81498,5.54288,2.61551
3.50232,6.57008,3.36931
2.38925,8.51247,5.34037
0.859432,4.35054,1.39924
6.4353,6.96349,5.66853
4.88805,1.89909,5.87755
5.43701,4.28269,3.59878
6.52795,0.882716,0.902144
3.04418,3.71854,5.23758
9.22467,7.10159,3.33745
5.02793,2.5897,7.10143
0.422102,4.72111,3.49079
6.4052,8.78982,6.35836
2.49289,2.42231,3.43082
9.08032,2.48045,9.86324
1.86071,8.96726,2.10971
5.71371,4.48251,8.8969
1.65184,5.73735,0.622852
6.687,5.44732,8.29198
3.46486,8.43387,4.77658
8.44827,2.98567,0.358604
6.94099,5.71335,2.91877
1.52362,7.738,0.415546
5.32505,4.66862,6.8676
6.41909,9.01828,8.93038
4.11323,1.06037,3.15983
8.71111,2.48252,8.32518
4.77746,0.94758,8.32608
0.341972,1.11295,6.58207
8.82754,4.03201,9.88488
4.53217,4.03493,7.08297
5.65892,2.51863,2.43002
8.00001,9.51258,5.55229
1.60034,7.1059,2.20607
0.963921,0.654797,2.31903
0.259253,8.35026,7.30901
7.71375,7.5692,5.69857
4.37616,7.12875,7.64539
1.85944,5.53738,4.88446
8.8455,6.50887,8.78081
0.0365684,8.03059,9.01087
0.62486,1.77579,2.62349
0.242908,4.48432,6.02839
0.359353,3.29577,5.69521
7.96425,6.62437,4.67973
3.20637,1.04036,6.76194
5.80458,4.61493,3.25605
4.6132,3.01239,3.11192
4.3911,1.68012,5.37174
7.64511,3.71814,2.63563
8.67731,5.19615,5.76236
4.41258,0.553479,2.66721
4.83951,8.88019,0.0321221
7.18008,3.40561,6.64079
1.61413,5.667,3.56125
1.38056,8.44489,3.02291
6.66183,2.63589,2.86091
9.02291,4.08184,1.99938
7.0097,1.92402,4.06665
4.41678,4.92321,6.51121
6.39731,4.10284,0.63944
9.53715,2.56947,4.78517
1.67937,8.40649,8.06094
0.609601,2.38371,7.32306
1.5592,8.7659,3.19057
3.35819,5.81399,0.339628
4.27592,4.25145,3.9328
9.46186,4.01386,8.38706
5.63286,6.51576,6.39249
3.09848,6.44618,9.32568
0.288264,1.53727,1.70773
6.50065,1.05179,6.82567
1.00996,3.5014,0.126468
5.141,1.75745,1.26556
6.55472,3.21055,9.44941
8.58867,1.66115,4.99553
1.70381,5.15829,4.12466
4.40987,8.65769,4.95719
1.62296,0.56785,3.16546
8.2646,0.0984373,2.54855
6.7172,3.4479,7.18064
4.67857,3.13609,3.69844
9.76853,5.9156,0.889153
7.94259,5.77762,6.55184
0.622828,2.01914,1.55932
7.62713,2.68086,9.74019
7.11337,9.16254,2.61433
7.99855,2.66067,8.00962
1.61201,1.25369,8.09287
9.87726,3.77204,4.24101
7.72806,6.42617,3.92203
2.53406,1.29101,5.81464
1.15053,8.74827,1.67331
0.728087,2.54625,4.94047
0.50153,1.54884,9.83572
2.21043,6.26474,9.27399
0.107223,6.30279,0.821886
4.93634,9.14348,9.39962
9.64711,2.22417,6.81186
5.86257,2.44494,7.34671
4.62782,2.4293,2.99444
8.75424,8.53587,8.35014
2.73649,1.62805,8.32459
0.356688,4.15626,1.59541
8.39919,7.2886,7.01379
1.73249,6.83302,2.25769
1.72495,9.65495,1.79732
0.631578,4.44681,2.48387
9.44132,7.912,3.52362
7.60889,4.67279,1.85156
4.34971,4.01668,3.12486
6.63424,9.27119,8.71477
9.13216,6.68829,9.31308
0.31589,9.05368,4.68666
6.90293,1.48984,4.49894
2.01137,2.91683,9.71023
1.72521,8.68569,0.0959522
4.07145,9.43692,1.0036
8.36911,6.24943,2.88276
4.23147,5.21949,9.99863
0.0758283,7.23596,0.945108
2.19974,1.09257,6.2287
5.14339,7.38814,8.87683
3.18486,3.75863,7.45203
9.87849,7.64699,5.7359
1.08373,6.38678,3.852
6.29092,4.94084,1.35602
4.42006,8.61691,6.99833
7.10556,1.78299,5.28212
8.0631,5.58386,7.17095
3.23527,9.3155,3.64065
2.41502,8.80616,1.8342
4.73796,6.07629,8.82714
1.38736,4.97217,7.55809
6.68076,2.05998,8.89996
2.19937,5.23648,1.15828
1.83805,4.12392,5.03255
2.66225,0.569915,9.92805
4.59471,4.91663,5.29402
6.51962,1.38177,9.22276
8.11652,1.25561,1.50298
9.31756,0.539853,1.74949
5.29699,9.55712,0.0685746
0.993489,7.01006,2.87794
7.96174,9.92764,7.39502
8.4902,9.01592,6.95197
7.94129,6.82287,6.25167
1.28804,9.33242,5.1076
1.48042,4.98308,6.54938
8.32986,1.65161,9.11282
2.29367,8.34463,4.68229
3.81444,8.7665,3.97759
7.60147,5.5614,1.6041
0.729246,5.23673,3.45136
7.7934,9.00931,1.08778
2.95003,1.09091,2.63385
3.05236,7.77088,5.63401
8.91847,3.04741,7.78583
1.24197,1.17756,2.10971
4.90237,7.85141,8.17779
6.73678,3.34419,7.756
7.85699,3.58002,5.51157
1.92493,3.99392,9.29955
1.44123,8.9406,4.96157
5.54338,1.35605,6.61201
1.21361,4.11023,7.9584
2.39943,5.86666,3.96963
9.40329,9.12347,1.205
2.72167,4.76791,6.49262
8.30697,8.21776,2.06688
3.27799,4.68549,6.54537
2.73073,4.11134,2.29792
2.08089,8.89796,2.17815
9.18024,6.91076,6.82892
3.27655,2.72718,4.00003
1.74687,7.29345,7.06551
3.86348,4.33742,8.2186
4.42912,5.13992,8.08672
2.17128,2.46602,1.17857
2.49794,6.5281,3.29252
7.13372,5.08791,0.868662
5.74404,0.162406,4.28039
8.77566,0.269134,4.67147
5.48732,7.34271,7.6382
8.35894,8.68307,0.735855
4.12171,8.31502,8.98769
4.76181,4.1898,5.08283
9.33914,7.99629,5.44915
8.2918,7.25008,4.30029
8.06334,8.51751,5.25955
9.87473,7.93112,4.03392
6.61377,1.31802,3.27226
1.43842,9.93375,1.68205
1.14489,1.33824,0.799536
3.90912,1.02819,8.04343
5.05895,7.34756,2.32843
5.37923,1.28666,2.1714
2.83857,6.66409,6.83608
6.89057,7.02934,5.05932
6.74405,6.13657,7.22746
6.8809,7.26924,8.6994
2.70615,3.25443,5.32395
4.30007,4.94411,1.57635
4.95204,1.56383,0.609428
1.04499,8.07994,2.40345
1.39266,3.64199,0.812587
4.16157,2.00235,0.970536
6.55185,1.59768,8.03501
0.518616,6.63608,3.7998
1.80518,7.78289,9.27537
7.80044,6.14461,4.81
3.75329,9.1388,0.220468
3.7129,9.38951,0.616315
6.01784,3.77213,6.89258
4.53543,3.06511,6.8264
2.4238,1.87366,5.0289
7.32892,5.74072,4.03942
3.30469,9.02817,5.91572
6.80591,6.06539,8.81605
3.71911,3.96836,3.83571
5.75405,5.93997,1.62156
8.06822,4.90444,3.06504
0.226115,1.06486,7.0998
8.5249,3.79384,4.97921
0.988668,0.775506,2.52505
1.38002,8.9674,5.22248
0.233498,6.85737,7.79403
9.6701,3.67588,1.13297
0.463545,9.83749,5.31198
6.04405,0.900392,4.15141
7.96235,2.35328,2.86137
0.570401,5.62747,4.44481
0.199207,8.0171,0.826099
0.386327,5.00782,8.87613
6.10691,1.65444,4.02017
8.56295,0.421561,8.1243
2.44724,3.16209,4.84797
3.14553,1.18831,7.18899
7.5021,4.15728,8.84494
4.1487,7.25035,6.30717
9.31974,1.63597,3.04749
3.04318,3.41766,3.7824
1.99398,3.55264,2.35081
4.24319,7.40784,0.631639
6.69521,9.23475,6.37955
1.96887,9.33967,6.87245
7.15597,5.97305,4.81449
6.4665,4.22898,9.77297
3.85793,7.98572,5.69135
9.57399,4.45845,7.87455
3.82933,2.46032,6.79462
6.25583,2.3033,9.55746
5.73255,7.10421,5.7394
5.47598,0.561141,7.95477
0.555917,5.19794,2.40925
4.90767,5.54605,1.95431
9.0783,2.25194,1.08883
9.76349,2.98126,1.60994
5.46774,3.49295,9.91275
1.00832,2.55969,1.20877
4.50857,8.95895,2.95763
7.53795,5.47282,2.46381
0.789807,6.54252,7.16176
5.35048,9.71129,2.56639
0.7718,5.95121,3.8642
4.20248,7.49201,9.91119
3.86833,4.90737,0.326683
8.55438,5.91634,2.54575
5.68917,0.498278,5.4292
0.229952,0.738343,6.5445
2.78373,7.72845,4.27615
5.28157,4.03124,7.09268
2.31806,2.26565,0.667852
0.810701,6.03074,6.2828
3.72457,3.25463,4.3904
0.932117,1.67027,4.79348
8.40222,7.6119,5.51184
2.05655,5.60858,5.87471
3.57461,4.76111,8.46599
9.18967,1.32623,2.83323
5.22198,4.98291,7.23135
1.95671,8.70222,3.46104
0.556176,1.90245,6.91262
8.91603,0.644004,4.5609
5.03775,3.99362,8.06662
6.55241,4.28782,3.4504
8.81153,3.36854,7.92034
1.87346,2.42481,9.46787
2.45124,9.45403,6.19066
1.13971,7.14724,6.97431
5.63631,2.57576,1.61637
1.14642,7.5294,2.13516
7.78014,4.18515,2.60159
8.63916,4.27677,5.4837
9.43029,6.76385,4.41477
8.16811,8.94317,8.11568
6.59262,7.76709,7.26422
3.578,6.1427,3.75201
4.28159,4.28727,7.20959
0.398622,3.24797,2.54765
1.11556,2.96985,2.35408
4.39808,1.93528,4.65643
0.900546,7.32584,5.54274
8.18827,2.16021,3.83824
6.43457,8.1764,9.68914
2.05894,8.82436,1.4434
8.5116,4.52759,1.3149
1.15182,7.52221,9.35323
8.00888,4.18726,3.46972
4.86011,8.29942,6.13053
0.416903,7.79346,8.85831
1.39277,7.82346,3.75474
3.99024,6.72508,0.905767
1.67451,9.61659,3.30497
4.34334,6.23581,3.36151
8.10098,6.40197,4.55903
9.54055,0.793805,0.524094
4.7157,0.950476,5.4216
2.29529,3.63844,7.26472
4.13513,2.72957,9.96076
5.05387,1.96367,1.64439
9.91774,6.78467,2.09221
1.6394,3.12376,9.63705
7.75705,3.17689,1.01598
8.08191,5.52001,7.2587
1.16344,7.1654,5.15176
6.23349,3.87735,1.83805
1.29408,2.82271,9.16477
2.17009,2.61392,2.05311
8.60765,4.64802,6.39401
2.16887,0.453575,2.99503
2.73687,4.38835,4.09143
9.31876,7.46977,8.34179
9.47105,1.88765,5.72638
7.54587,6.26644,4.08773
7.0914,2.71947,1.33211
8.81528,9.08132,0.0377336
8.44692,9.36276,8.83076
9.33521,0.14575,9.28886
7.03017,0.768573,1.37615
8.61777,7.6548,6.82217
5.28959,8.559,9.82986
3.0596,6.66168,7.60733
5.4206,4.09659,9.19928
7.15892,0.0595729,5.16837
3.39941,1.87091,7.088
8.01149,3.64591,4.62613
3.56207,3.28765,0.123658
8.87878,9.99863,4.25349
7.54256,8.48941,1.42686
3.90316,5.07893,7.73261
2.28426,3.51073,4.21611
0.315671,6.71113,9.75421
2.06408,3.84552,2.05342
1.18117,4.82929,2.94201
5.06853,3.53669,4.486
4.79358,1.22203,4.26863
7.78493,9.54357,6.00303
1.11449,1.96504,4.90928
7.40607,2.76161,1.81172
3.34336,8.20477,7.66994
4.82544,6.28626,9.68886
4.83808,5.61259,3.75194
2.04331,0.708607,6.70985
8.57859,3.86256,8.3989
9.33675,4.03507,9.48406
9.51521,8.74765,5.46994
9.96533,1.35782,8.88571
8.02286,4.38312,9.67197
7.44554,3.94291,6.96614
0.156868,7.37873,9.7297
2.7155,3.44021,9.66689
1.15655,8.92903,6.30899
3.41397,6.34934,5.74972
9.40797,8.43227,1.71129
1.08449,3.69656,5.30135
9.00974,1.1026,7.07342
1.50577,6.70247,2.20633
0.631585,7.30898,0.962886
4.37075,5.35801,8.48546
8.77543,3.1956,0.845683
4.70805,7.40104,1.1785
4.44053,3.45245,4.25859
6.97424,3.70764,3.74416
7.56262,5.38914,5.14266
0.548278,6.27178,8.51843
6.76795,1.47576,3.32772
6.0041,7.74892,1.9037
8.14715,3.28418,2.02157
3.32657,7.55087,6.1432
0.902715,6.46959,2.78775
0.405583,4.82993,2.5731
4.35636,4.86343,8.02947
0.127112,3.29222,1.14154
4.2917,9.92655,4.95782
5.3297,3.09941,8.75572
9.32257,3.15376,6.55259
2.12157,4.80832,7.05347
1.35321,4.79831,9.12497
7.95381,3.38696,1.15972
0.600237,9.05612,3.88083
3.59468,9.93026,7.99826
2.07697,5.66807,6.36807
8.12629,3.85554,7.46984
1.66994,0.736397,0.635813
6.11279,7.21907,6.671
0.450103,9.44194,0.820988
1.28262,1.1142,7.371
2.70388,1.02994,3.64274
0.76933,7.50826,0.632444
5.55415,7.03248,7.32008
5.49771,9.45264,4.6781
8.87771,3.68451,5.97347
1.55142,2.76222,1.32088
6.93972,4.21885,2.30839
7.35969,8.67773,7.29784
4.95489,9.21762,8.37827
3.55359,6.94491,7.23471
1.96534,1.39709,1.89018
0.838307,7.63566,2.90445
7.84334,8.77666,1.23332
4.83748,8.18907,8.93366
2.78918,1.22729,6.85591
4.19134,5.79308,3.6444
0.253968,8.73401,0.770681
5.85345,2.88477,1.94334
7.94686,2.726,1.45244
3.772,0.0364464,8.49022
0.288007,9.49088,9.57949
5.35644,9.12666,0.947199
0.0874751,3.86129,9.87601
4.15297,2.79974,8.31578
9.15047,3.76399,5.04749
2.54926,9.35557,2.18718
0.939678,7.07973,9.06456
1.47909,2.79581,3.10625
0.926717,9.14575,1.09015
4.80851,9.1201,3.11029
8.85481,7.43935,0.299993
9.25569,4.9508,5.52056
6.29142,1.65304,0.701297
7.89903,2.98945,2.47642
0.901215,2.85917,2.53608
6.55916,2.71291,1.58087
6.64583,4.8855,5.26886
5.78926,6.96453,4.00093
6.92113,9.34796,6.06984
5.21837,0.078915,6.95665
8.83418,9.43095,4.4694
9.45976,4.60964,5.5218
1.95623,7.4603,9.42923
5.33616,1.7303,6.65764
9.00848,9.15915,9.52028
5.20355,1.41491,4.62301
2.13026,7.37082,5.24162
2.33329,7.54659,2.11782
5.91458,2.43644,6.93979
6.19859,0.120207,2.44775
8.61686,7.39254,1.98096
7.87359,9.67215,8.66707
8.39155,7.28951,6.84652
7.55949,6.49546,9.53018
0.0739695,9.41032,0.972738
6.26849,7.07201,1.73606
7.15836,2.40062,3.08695
9.5909,5.43732,9.82077
9.42749,6.698,9.55069
7.81068,3.25018,0.389561
2.40631,3.04299,0.782427
5.30013,9.04235,7.48034
2.82804,0.17289,1.8457
6.2259,7.83055,4.92719
4.97228,0.0210553,6.6813
1.90807,1.69741,3.44365
3.15416,2.28896,9.75472
2.67021,4.42481,5.98922
6.05085,9.74708,8.64966
3.33643,8.29737,1.1559
7.3897,2.6298,4.86279
8.11505,5.20922,4.90493
9.99496,0.274152,4.94021
2.56768,0.0951398,5.3567
5.1846,3.77309,4.52979
7.89543,9.44725,5.80863
3.4947,3.20309,5.01202
7.28751,1.8519,6.36048
9.5308,6.8138,2.18258
5.86136,0.295111,4.32521
6.73405,3.55297,4.2133
9.15046,5.91301,3.5823
5.96594,7.33105,9.37422
3.08278,1.62131,8.5631
8.16218,3.85234,0.0916657
8.81327,0.495827,6.01055
0.37402,2.43962,0.190475
0.511358,8.80847,4.11467
9.69743,8.50041,7.13062
2.18725,7.21572,6.31043
0.194691,7.33367,9.02215
3.1088,0.212079,4.08196
2.17063,6.03613,2.93174
9.45196,1.10868,4.93227
4.37936,6.55254,8.84586
7.05865,4.91662,0.399954
7.73718,9.12503,4.88699
7.92577,2.03123,1.76658
6.50542,9.62812,5.6565
5.67926,3.86245,7.45211
1.63811,5.79643,6.47455
3.30181,9.33084,0.291553
6.82466,0.353526,4.71726
8.77471,4.22744,1.56501
1.24101,8.62194,3.95993
4.73762,5.97266,6.13172
1.66636,9.55463,3.77171
5.73331,2.9695,2.48302
0.489333,1.40069,2.40256
2.30555,8.58414,7.24779
3.14049,7.62103,5.26762
3.23565,7.81774,2.76535
7.25266,4.26586,7.80432
9.46082,6.14159,9.2581
7.6545,8.01833,6.30702
3.68215,9.11001,1.86537
9.14816,6.95411,6.48319
4.45862,3.16108,6.13276
8.71432,3.64283,7.57631
6.00712,5.9716,5.94436
1.19776,9.38678,5.57464
7.17354,2.85147,7.71337
1.62025,9.63257,4.78937
6.67711,5.45058,5.60821
7.78846,6.13032,6.686
0.830881,9.85855,2.62285
9.54026,0.0684135,0.219653
4.51473,2.03224,5.66961
4.70604,4.60978,0.34931
5.16071,0.104468,8.26093
3.81446,6.64551,5.47016
8.75393,8.93063,9.57287
7.14842,3.04844,3.39707
9.7225,1.38161,0.627735
4.09411,5.84632,9.89569
8.90026,0.681696,2.52717
6.18579,9.54614,1.14605
3.70906,5.64445,2.10965
2.40036,7.28692,3.30617
4.73073,8.01102,6.1645
6.03299,8.50539,2.8917
8.34025,9.71056,5.06122
0.307542,0.700212,0.42505
3.00375,0.105419,4.82888
1.0508,1.92659,5.93363
6.09413,3.4162,3.24526
1.49755,7.24656,3.70452
0.0632693,7.72049,6.33629
9.17112,1.42473,1.58218
4.75087,1.22845,5.90361
7.08328,4.9177,8.3289
7.94991,3.75079,7.45869
4.52668,7.09315,9.4829
0.324947,7.14593,2.78222
7.55996,3.64328,1.3839
4.17803,5.16969,4.3851
6.48928,6.31597,0.711684
9.11971,7.68792,8.79918
3.88778,1.7682,7.87856
3.8903,7.44384,3.67688
7.38972,5.32465,9.9488
0.74491,8.42697,1.03593
4.80865,4.08733,3.20113
3.9157,5.32943,8.58493
7.45337,7.77535,1.64391
2.90761,6.51241,9.33551
4.34436,5.06141,5.03755
4.41884,6.67547,2.19864
4.50277,7.42921,7.60844
1.10345,0.294667,8.29414
2.24081,9.0402,1.79287
2.76031,9.05245,7.76331
9.28223,3.35892,3.3091
1.10647,6.89488,8.41612
8.32901,3.66716,7.95893
6.07349,2.67023,9.06991
6.77613,3.33993,6.23538
4.47722,4.02503,8.74947
8.74503,8.05788,9.40353
2.40058,7.43105,0.12237
7.9583,7.70972,2.90972
4.43375,3.5132,0.594821
5.63306,8.25672,1.13887
4.70813,2.13875,5.7515
6.69562,2.49566,6.09902
5.38906,4.36527,4.18028
2.21041,3.55129,1.48307
0.140555,3.17717,7.749
1.55859,1.97245,1.78877
6.39401,7.91676,0.449437
2.13948,6.25855,7.04021
0.285705,4.93786,9.57926
3.84192,7.13829,1.45527
6.73205,8.4619,2.89192
1.15123,9.69609,8.47696
4.57139,3.4668,7.09575
1.24405,6.61773,4.25459
9.98133,3.7943,6.12305
6.84923,5.3971,0.154862
6.71964,9.20353,3.48616
9.43534,1.77205,9.62562
7.75577,8.60788,9.13856
3.24925,0.660702,2.5566
4.24019,3.46322,5.94279
6.90937,9.46299,9.05705
6.34673,6.61497,7.57019
0.980152,6.93645,2.7884
7.37423,1.34889,7.1609
0.402202,6.94621,5.46036
0.346797,2.94949,0.318914
1.77861,8.58516,9.49648
4.46998,3.36492,0.677713
0.629935,7.75596,3.05841
3.91577,0.38586,6.38991
4.63922,4.3924,8.11134
2.55497,3.17472,8.44728
3.15359,5.78909,0.9243
0.493262,7.92904,5.05091
6.9321,2.20037,2.59106
5.41713,9.07663,9.35755
7.00284,2.87846,9.30543
6.21616,3.95205,3.47203
9.76708,4.0941,9.39122
2.9712,7.81257,6.7787
1.24239,3.30069,2.09004
8.38929,6.37658,2.29098
3.37702,5.30819,5.74784
8.69127,1.81993,5.65174
7.11918,6.33696,8.1397
3.60908,4.28832,3.99648
4.65935,9.13745,8.92854
1.73831,6.87645,7.94668
2.7688,9.34222,3.62674
9.17563,1.32634,4.77886
7.18301,7.2865,6.86422
7.1665,5.14555,5.43979
1.36845,7.73155,3.64206
4.89095,7.79209,5.20283
2.74545,1.92752,6.08773
6.66379,9.4912,3.93575
0.0815901,0.0590901,9.23567
3.69147,2.99412,4.79357
1.59354,2.45616,9.94941
9.94364,1.31498,4.43689
8.09141,3.36508,3.30145
8.20071,6.85008,5.83938
2.60091,3.72688,6.31028
8.51719,3.25836,6.7723
6.47172,1.80919,9.03743
2.59187,9.55937,0.496984
3.29825,6.07083,6.19082
2.23505,9.71877,3.53029
9.38739,6.36879,4.6944
3.41557,6.73955,8.86632
5.48198,0.150991,3.5012
0.221395,9.2299,4.96527
3.04658,9.82518,7.71167
9.66552,7.99532,5.75495
7.61381,1.62059,9.99661
8.46697,6.41108,5.1788
6.90014,4.88041,2.72483
6.96922,9.49841,8.17061
6.13769,8.47347,5.39987
4.33395,1.58644,0.262151
2.5879,2.33506,5.93638
1.18347,8.42335,1.83112
3.31192,9.53234,4.32357
0.358848,6.52784,8.87438
6.2269,2.75593,6.3244
2.61108,5.69826,4.15413
9.90183,0.554478,1.11665
9.04512,9.83521,6.52301
7.51264,7.58009,3.95092
8.3084,7.13143,6.0281
0.288995,9.13435,6.51225
2.55155,0.221754,9.08608
5.54328,8.3171,3.24888
2.17794,4.85138,9.78595
0.466315,5.87963,7.59187
4.61721,0.720084,3.23006
5.76856,5.64049,3.32973
9.87594,5.42237,7.24526
0.355736,8.88644,6.78428
3.50677,6.28794,9.91406
6.45325,3.23158,9.70492
6.50964,5.99002,0.960293
6.93516,9.80345,1.98247
2.80275,0.871512,2.21838
9.08037,6.2903,5.48176
8.59441,3.5366,9.5581
1.00832,0.737481,6.41625
3.51101,5.48547,9.90856
7.33188,6.51572,4.54682
4.06563,4.18383,9.41885
8.86703,1.03731,5.35351
1.98596,2.43422,8.15264
9.89177,1.27833,4.05972
0.0373587,9.15821,3.99294
0.230239,0.130935,6.44558
1.61735,7.48969,7.60009
8.95465,5.01124,3.13357
3.14862,4.53814,6.11267
5.25746,0.429992,1.48853
0.783724,5.99105,4.0445
3.87785,4.6802,9.71783
2.449,2.95446,2.58716
4.04964,7.32167,3.67738
9.38411,3.60832,6.82284
9.70943,9.61722,5.25674
1.84966,2.79363,5.58611
5.46894,3.3688,4.78378
7.76399,3.76062,0.603446
7.0134,1.82365,8.74576
8.78235,6.1002,7.79641
8.27214,9.34582,3.51468
9.58495,4.04724,2.07329
3.74698,9.88558,0.782439
0.952844,2.41884,8.32392
5.03786,3.16486,8.86184
2.46868,7.65439,2.25873
3.39295,2.05193,0.365689
0.827101,9.22245,4.52095
1.13016,7.60116,0.00783846
0.687165,8.94993,4.97274
3.52058,0.758442,2.49945
5.83351,8.11292,5.53529
6.34718,6.7115,9.38971
6.26735,5.9873,2.71266
7.5088,9.93182,9.53179
5.79965,2.45257,8.63367
9.34365,4.04977,6.5619
7.47223,6.23944,0.50591
6.2258,4.31732,4.33396
0.744028,5.77881,2.90255
2.2502,6.18678,1.32514
7.78881,8.17276,4.80592
5.88371,3.73999,6.16007
1.04485,7.77532,1.48785
9.41527,0.355478,4.5311
6.80759,2.58831,8.35434
1.25923,6.61177,5.07926
9.80991,4.86355,9.47182
4.53199,3.3763,7.46074
1.4061,5.99472,7.85653
6.27698,8.97121,3.97367
5.58001,0.677831,2.2772
5.77512,9.61086,7.99535
2.37308,7.66378,2.7635
7.85506,9.42899,4.11678
9.95474,8.19888,3.50075
3.77085,2.9848,0.400517
4.92083,4.30729,4.80986
